bill_avg,service_failure_count,download_avg,upload_avg,download_over_limit,churn,contract_type,subscription_age_group,subscription_label
20,0,0.0,0.0,0,1,1,0,3
24,1,155.4,11.8,0,0,0,3,1
21,0,214.2,9.9,0,0,2,3,3
15,0,0.0,0.0,0,1,1,1,0
16,0,137.1,8.7,0,0,2,3,3
17,0,0.0,0.0,0,1,1,0,1
21,0,11.4,3.1,0,0,2,3,3
6,0,0.0,0.0,0,1,2,0,0
20,0,0.0,0.0,0,1,1,1,0
51,1,0.0,0.0,0,1,2,0,1
22,0,32.0,2.5,0,0,2,3,3
0,0,0.2,0.0,0,1,0,1,0
21,0,6.4,0.6,0,1,0,1,1
12,0,0.0,0.0,0,1,1,0,0
18,0,0.0,0.0,0,1,1,1,1
21,0,77.4,12.2,0,0,2,3,1
0,0,0.0,0.0,3,1,2,0,0
0,0,0.1,0.0,0,1,0,1,3
21,0,47.5,7.4,0,0,2,3,3
12,0,35.6,7.7,0,0,2,3,1
13,0,16.9,0.6,0,1,1,1,0
26,1,18.9,2.2,0,1,1,2,3
23,0,0.0,0.0,0,1,0,1,1
21,0,0.0,0.0,0,1,0,1,3
18,0,3.2,0.1,0,1,1,1,3
18,0,30.4,2.4,0,1,2,3,1
22,0,2.1,0.1,0,1,0,1,1
18,0,7.1,1.8,0,1,0,2,0
20,0,0.0,0.0,0,1,1,0,1
17,0,0.0,0.0,0,1,1,1,0
13,0,0.0,0.0,0,1,0,0,3
10,3,23.5,1.0,0,0,2,3,3
20,0,0.0,0.0,0,1,2,0,0
19,0,0.0,0.0,0,1,1,1,1
16,0,0.0,0.0,0,1,1,1,0
13,0,41.5,2.6,0,1,0,2,1
21,0,8.6,0.5,0,1,0,1,3
28,0,0.0,0.0,0,1,1,0,3
23,0,6.4,0.5,0,1,1,1,1
18,0,0.0,0.0,0,1,2,0,1
22,0,37.8,3.2,0,1,1,3,1
20,0,24.5,1.8,0,1,1,2,3
18,0,0.0,0.0,0,1,1,0,1
21,0,0.0,0.0,0,1,1,0,1
21,0,32.2,1.5,0,0,2,3,1
23,1,2.5,0.4,0,1,0,1,0
57,1,0.0,0.0,0,1,2,0,3
22,0,7.5,0.8,0,1,0,1,1
26,0,120.9,4.3,0,1,1,2,0
17,0,22.0,0.9,0,1,0,3,1
17,0,53.9,2.1,0,1,0,2,3
19,0,3.0,0.3,0,1,0,1,1
20,0,0.0,0.0,0,1,1,0,1
22,0,1.8,0.1,0,1,1,1,1
22,1,12.6,1.8,0,1,0,1,1
12,0,15.7,1.8,0,0,2,3,3
21,0,17.2,1.0,0,1,0,1,1
11,0,0.0,0.0,0,1,1,0,0
14,0,0.0,0.0,0,1,0,0,0
22,0,99.4,9.5,0,0,2,3,1
20,1,42.0,11.1,0,0,2,3,1
22,0,81.3,5.7,0,0,2,3,3
23,0,0.2,0.0,0,1,0,1,1
23,0,5.4,1.0,0,1,1,1,3
21,0,0.0,0.0,0,1,2,0,1
21,0,19.7,1.3,0,1,0,1,1
11,0,0.0,0.0,0,1,1,0,0
19,0,0.0,0.0,0,1,1,1,1
15,0,11.5,1.4,0,1,1,2,1
29,0,16.3,4.7,0,1,1,2,3
21,0,32.3,2.0,0,1,0,1,1
23,1,12.0,0.5,0,1,0,1,1
23,1,22.6,2.7,0,1,0,1,1
23,0,0.0,0.0,0,1,1,1,3
12,0,0.0,0.0,0,1,1,0,1
24,0,0.5,0.0,0,1,1,1,0
23,0,5.3,0.4,0,1,1,1,1
20,1,58.1,19.4,0,0,2,3,3
21,1,16.3,0.9,0,1,0,1,0
21,1,85.0,7.2,0,0,2,3,1
25,0,54.6,3.9,0,1,0,2,1
0,0,0.8,0.1,2,1,0,1,3
0,3,3.1,0.7,4,1,0,1,3
0,0,0.0,0.0,0,1,1,1,1
22,0,39.4,5.4,0,1,1,1,0
22,0,17.2,1.4,0,1,0,1,0
22,0,0.0,0.0,0,1,0,1,0
18,0,0.0,0.0,0,1,0,1,0
18,0,18.0,2.7,0,0,2,3,3
22,0,2.2,0.3,0,1,0,1,3
15,0,131.8,5.3,0,1,1,1,1
24,0,75.5,5.1,0,0,2,3,1
18,0,8.2,0.5,0,1,0,1,3
51,0,30.9,7.6,0,1,0,1,1
20,1,0.0,0.0,0,1,0,0,0
22,0,0.0,0.0,0,1,1,1,1
22,1,62.8,4.7,0,0,2,3,3
17,0,21.8,4.3,0,0,2,3,3
21,0,19.2,2.3,0,1,0,1,0
12,0,92.8,7.8,0,0,2,3,1
24,0,0.0,0.0,1,1,0,1,0
32,1,94.3,4.1,0,0,2,3,3
20,0,0.0,0.0,0,1,1,1,3
23,0,0.0,0.0,0,1,1,1,1
0,0,15.8,2.3,2,1,0,1,3
24,0,11.3,0.6,0,1,0,1,0
21,0,36.2,3.5,0,0,2,3,1
12,0,59.6,4.2,0,0,2,3,3
21,0,15.1,0.5,0,0,2,3,1
20,0,55.2,6.5,0,0,2,3,3
30,0,16.3,2.0,0,1,0,2,1
24,0,20.0,2.7,0,0,0,3,3
20,1,0.0,0.0,0,1,2,0,1
23,0,0.0,0.0,0,1,1,1,3
0,0,0.0,0.0,6,1,1,0,0
24,1,130.4,7.5,0,0,2,3,3
21,0,0.0,0.0,0,1,1,1,1
21,0,0.0,0.0,0,1,1,0,0
15,0,0.0,0.0,0,1,2,0,1
20,0,63.1,4.0,0,1,1,2,1
25,1,48.0,1.4,0,1,0,3,1
26,1,8.9,0.4,0,1,0,2,0
18,0,26.1,1.8,0,1,1,2,1
22,0,0.0,0.0,0,1,1,0,0
22,0,0.0,0.0,0,1,1,0,1
31,0,31.8,1.0,0,1,1,1,0
22,0,34.9,4.5,0,1,0,1,1
22,2,17.7,1.5,0,1,0,1,0
25,1,98.9,11.4,0,1,1,2,3
37,0,0.0,0.0,0,1,1,0,0
33,0,25.4,3.8,0,0,0,3,0
22,0,114.0,7.3,0,0,2,3,1
22,0,21.7,1.4,0,1,0,1,3
0,0,13.0,0.6,1,1,1,1,1
20,0,23.0,6.1,0,0,2,3,3
23,0,8.2,0.4,0,1,0,1,1
21,1,82.8,6.5,0,0,2,3,3
24,0,11.3,2.2,0,1,0,2,1
0,0,1.5,0.1,2,1,0,1,0
15,0,184.0,11.0,0,0,2,3,3
10,0,1.9,0.2,6,1,0,2,0
24,0,154.2,7.8,0,0,2,3,3
24,0,0.0,0.0,0,1,1,0,1
24,0,0.0,0.0,0,1,0,1,1
27,1,75.1,7.4,0,0,2,3,1
40,0,96.9,36.7,0,1,0,1,0
22,0,90.6,7.3,0,0,2,3,3
22,1,88.0,5.8,0,0,2,3,1
21,2,15.8,2.1,0,0,2,3,3
18,0,0.0,0.0,0,1,1,0,0
19,0,4.9,0.3,0,1,1,2,1
21,0,0.0,0.0,0,1,1,0,1
24,0,50.5,3.6,0,0,2,3,3
21,0,8.5,0.3,0,0,2,3,3
17,0,43.6,1.6,0,0,2,3,3
20,0,40.2,1.9,0,1,0,2,1
33,1,17.9,1.4,0,1,0,2,1
22,1,6.0,0.6,0,1,0,1,1
18,0,12.6,0.5,0,1,0,3,3
12,0,4.7,0.4,1,1,0,3,1
17,0,0.0,0.0,0,1,0,1,1
16,0,20.2,1.1,0,0,2,3,3
23,0,2.4,0.1,0,1,0,1,1
32,1,148.9,27.9,0,1,0,2,1
21,0,0.0,0.0,0,1,0,1,0
22,0,3.5,0.3,0,1,1,1,1
12,0,1.3,0.0,0,0,2,3,3
15,2,88.9,9.9,0,0,2,3,3
10,0,75.3,9.5,0,0,2,3,3
23,0,42.4,1.5,0,1,0,1,1
20,0,24.8,1.7,0,1,0,2,0
32,0,1.2,0.0,0,1,0,2,1
21,0,7.6,3.0,0,1,0,1,0
21,0,14.9,1.0,0,0,2,3,1
27,0,97.9,9.2,0,0,2,3,0
15,0,32.1,1.6,0,0,2,3,3
22,2,21.6,1.5,0,1,0,1,0
18,1,0.0,0.0,0,1,1,0,0
0,0,3.4,0.3,2,1,0,1,3
19,0,0.0,0.0,0,1,2,0,1
40,0,21.1,1.6,0,1,0,3,1
19,0,14.4,2.6,0,1,2,3,3
23,0,24.1,1.6,0,1,0,1,3
20,0,0.0,0.0,0,1,2,0,0
21,0,2.4,0.2,0,1,0,1,0
18,0,0.0,0.0,0,1,1,1,1
0,0,2.2,0.6,4,1,0,1,1
22,0,0.0,0.0,0,1,0,1,3
23,0,14.3,1.1,0,1,0,1,1
0,0,0.0,0.0,0,1,0,3,3
17,0,0.0,0.0,0,1,0,0,3
21,0,10.4,1.0,0,1,1,1,1
14,0,48.6,3.1,0,0,2,3,3
22,0,44.5,2.5,0,0,2,3,3
19,1,0.0,0.0,0,1,1,1,3
35,0,0.0,0.0,0,1,1,0,1
23,0,0.0,0.0,0,1,1,1,0
22,1,12.9,0.7,0,1,1,1,1
18,0,0.0,0.0,0,1,1,1,1
19,5,26.3,1.9,0,1,1,2,3
22,1,53.3,3.1,0,0,0,3,1
18,0,12.0,0.9,0,1,0,1,1
22,0,20.7,1.3,0,0,2,3,1
17,0,119.4,7.2,0,0,2,3,3
22,1,21.6,1.2,0,1,0,2,0
7,0,0.0,0.0,0,1,2,0,0
18,0,0.0,0.0,0,1,1,0,1
23,0,112.8,6.1,0,1,1,2,0
5,0,0.0,0.0,0,1,2,0,3
19,0,8.4,0.5,0,1,0,1,0
14,0,0.0,0.0,0,1,0,0,3
28,3,82.9,4.1,0,1,1,3,1
18,1,12.3,0.6,0,1,0,1,1
20,0,43.6,2.9,0,0,2,3,3
24,0,2.9,0.4,0,1,0,2,1
20,0,0.0,0.0,0,1,0,1,3
13,0,1.0,0.3,0,1,1,1,3
26,2,23.3,2.3,0,1,1,2,3
21,0,0.0,0.0,0,1,1,1,1
0,0,0.0,0.0,0,1,0,1,0
20,4,0.0,0.0,0,1,1,0,3
23,0,24.7,1.9,0,1,0,1,1
16,0,48.0,2.1,0,0,2,3,3
21,0,17.0,1.2,0,1,0,1,1
0,0,0.0,0.0,0,1,0,1,1
23,0,2.5,0.2,0,1,0,1,1
21,0,95.3,4.2,0,0,2,3,1
12,1,0.9,0.1,0,1,0,3,3
22,0,4.5,0.3,0,1,0,2,0
20,3,164.4,13.2,0,0,2,3,1
23,0,4.9,0.4,0,1,0,1,0
53,2,13.8,0.8,0,1,0,1,1
22,0,4.7,0.7,0,1,0,1,1
37,0,24.7,1.6,0,1,0,1,1
22,0,0.0,0.0,0,1,0,1,0
17,0,20.8,4.4,0,0,2,3,3
22,0,0.0,0.0,0,1,0,1,0
22,0,3.4,0.3,0,1,0,1,1
23,8,0.0,0.0,0,1,1,0,0
0,2,12.5,1.8,0,1,0,1,1
22,1,0.0,0.0,0,1,1,0,1
18,2,33.6,2.5,0,1,0,2,0
15,1,7.7,0.4,0,1,1,1,1
19,0,0.0,0.0,0,1,1,0,3
21,0,0.4,0.0,0,0,2,3,3
0,0,0.0,0.0,3,1,0,0,0
19,0,8.1,0.7,0,1,0,1,1
20,0,6.2,0.6,0,1,0,1,1
21,1,13.2,1.1,0,1,0,1,3
25,0,88.8,4.4,0,0,2,3,1
22,1,7.4,1.4,0,1,0,1,1
20,2,0.0,0.0,0,1,1,0,1
22,0,154.2,15.9,0,0,0,3,1
9,0,11.2,0.4,0,1,1,2,3
18,0,24.5,1.7,0,0,2,3,3
15,0,49.1,2.9,0,0,2,3,3
23,0,0.0,0.0,0,1,1,1,1
22,0,74.2,10.1,0,0,2,3,1
20,2,21.4,3.5,0,1,1,2,1
0,0,2.9,0.3,5,1,0,1,0
24,0,19.6,4.0,0,1,0,2,0
23,0,0.0,0.0,0,1,2,0,0
12,0,64.6,6.3,0,0,2,3,1
19,0,0.5,0.1,0,1,1,1,1
21,0,0.0,0.0,0,1,0,1,1
18,0,0.0,0.0,0,1,1,0,3
33,0,6.1,1.1,0,1,1,2,1
24,0,10.3,0.8,0,1,0,2,1
23,0,75.9,3.2,0,1,0,2,1
18,0,0.0,0.0,0,1,1,1,1
0,0,0.0,0.0,0,1,0,3,1
22,0,0.0,0.0,0,1,2,0,3
19,0,40.3,3.0,4,1,0,2,0
39,0,0.0,0.0,0,1,1,1,1
20,2,40.3,2.8,0,1,0,1,1
35,0,0.0,0.0,0,1,1,0,1
21,0,0.0,0.0,0,1,1,1,3
21,0,1.3,0.1,0,1,0,1,0
22,0,21.2,1.4,0,1,0,1,1
18,0,0.0,0.0,0,1,1,0,0
0,0,9.3,0.8,0,1,0,1,3
21,0,1.6,0.1,0,1,1,3,1
26,1,78.1,3.3,0,1,1,2,0
22,0,3.5,0.6,0,1,0,1,1
0,0,0.0,0.0,5,1,1,1,0
21,0,9.9,0.8,0,1,0,1,1
18,0,0.0,0.0,0,1,1,0,1
23,0,39.4,6.1,0,1,0,1,0
0,0,0.0,0.0,0,1,0,3,1
23,0,14.8,1.0,0,1,0,1,3
18,0,51.6,4.0,0,1,1,2,1
26,0,14.9,2.4,0,1,1,2,1
25,0,50.1,4.4,0,1,0,2,1
21,0,6.9,0.6,0,1,0,1,3
20,0,12.3,1.2,0,1,0,1,1
23,0,293.2,16.6,0,0,2,3,3
23,0,3.3,0.5,0,1,0,1,0
0,0,0.0,0.0,3,1,1,0,0
24,0,5.6,0.4,0,1,0,2,0
23,0,11.0,1.0,0,1,0,1,1
12,0,166.8,8.4,0,1,2,3,3
22,0,123.6,4.6,0,0,2,3,1
0,0,3.9,0.2,2,1,0,1,0
24,0,0.0,0.0,0,1,0,3,3
20,0,6.0,0.6,0,1,1,1,1
24,0,63.1,3.8,0,1,0,3,1
20,0,22.4,1.5,0,0,2,3,1
23,0,3.6,0.2,0,1,0,1,3
6,0,0.0,0.0,0,1,2,0,1
23,0,8.3,1.1,0,1,0,1,1
21,0,6.9,0.3,0,1,0,1,1
42,0,0.0,0.0,0,1,0,0,0
24,0,16.9,1.4,0,1,0,2,0
20,0,0.0,0.0,0,1,0,1,1
22,0,6.0,1.6,0,1,0,1,1
17,1,24.9,0.9,0,1,0,3,3
20,0,0.0,0.0,0,1,1,0,1
26,0,5.2,0.3,0,1,0,2,3
18,0,0.0,0.0,0,1,1,1,1
32,3,54.6,3.6,0,1,0,1,3
22,0,89.5,3.2,0,0,2,3,1
21,0,7.4,0.5,0,1,1,1,0
13,0,2.6,15.9,3,1,0,2,1
0,0,0.0,0.0,1,1,0,0,0
22,0,25.5,1.5,0,0,2,3,1
23,0,14.7,0.7,0,1,0,1,1
18,0,13.5,0.3,0,1,1,2,0
19,0,5.3,0.6,0,1,1,1,1
19,0,55.9,7.9,0,1,2,3,1
22,0,65.1,5.0,0,0,2,3,1
24,0,4.6,0.3,0,1,1,1,1
31,0,3.8,0.3,0,1,1,1,1
23,0,17.7,1.5,0,1,0,1,1
0,0,0.0,0.0,4,1,1,0,0
22,0,5.0,0.6,0,1,0,1,1
22,0,22.3,6.4,0,1,1,1,3
32,1,17.4,0.9,0,1,0,2,1
24,0,83.1,3.3,0,0,2,3,3
21,0,125.2,12.1,0,0,2,3,1
26,1,26.7,1.0,0,0,2,3,3
22,0,13.1,1.4,0,1,0,1,3
35,0,20.0,2.7,0,1,0,1,1
21,0,0.0,0.0,0,1,1,1,0
10,0,32.9,5.3,0,0,2,3,3
17,0,20.6,2.0,0,1,0,2,0
18,0,0.0,0.0,0,1,0,1,1
25,0,41.6,4.4,0,0,2,3,3
23,0,0.0,0.0,0,1,0,1,1
22,0,0.0,0.0,0,1,1,0,1
17,0,7.0,0.3,0,1,1,1,0
32,0,59.5,8.8,0,1,0,1,1
21,1,5.7,1.4,0,1,0,1,1
18,0,67.9,8.2,0,0,2,3,3
24,0,8.0,1.1,0,1,0,2,1
38,5,148.5,8.1,0,1,1,1,0
10,0,7.4,0.6,7,1,0,1,0
24,1,4.0,0.3,0,1,0,1,3
25,0,28.2,2.4,0,1,0,3,3
19,1,7.7,0.6,0,0,2,3,3
22,0,18.0,1.7,0,1,0,1,1
23,1,5.2,0.4,0,1,0,2,1
21,0,42.9,3.6,0,0,2,3,3
23,0,14.2,2.0,0,1,1,1,1
23,0,13.3,1.4,0,1,0,1,0
59,2,14.7,2.2,0,0,2,3,1
20,1,12.5,0.7,0,0,0,3,1
21,0,18.5,1.0,0,1,0,1,1
7,0,10.3,1.0,2,0,2,3,1
0,0,2.3,0.1,5,1,0,1,3
0,0,0.0,0.0,1,1,0,0,3
24,0,3.9,0.3,0,1,0,2,1
19,0,44.6,3.2,0,1,1,2,1
21,0,110.5,6.5,0,0,2,3,3
48,0,50.1,6.5,0,1,0,2,1
0,0,0.0,0.0,0,1,0,3,3
16,1,20.3,2.3,0,1,1,3,1
37,0,90.9,11.7,0,0,0,3,1
16,0,50.0,18.3,0,0,2,3,3
21,1,0.0,0.0,0,1,1,1,3
20,0,24.1,2.5,0,1,2,3,1
17,0,16.5,1.0,0,1,1,1,0
23,0,54.1,19.2,0,1,1,1,1
21,0,23.3,1.2,0,0,2,3,3
0,2,0.0,0.0,7,1,1,0,0
24,0,8.2,0.5,0,1,0,3,3
23,0,16.4,2.7,0,1,0,1,1
30,2,56.3,2.0,0,1,1,2,3
22,0,7.8,0.7,0,1,0,1,0
62,1,0.0,0.0,0,1,1,1,0
22,0,1.2,0.1,0,1,0,1,1
15,2,16.1,12.3,0,0,2,3,3
23,2,10.2,0.8,0,1,0,2,1
18,0,75.3,3.8,0,0,2,3,3
6,0,0.0,0.0,0,1,1,0,3
22,0,47.3,2.2,0,0,2,3,1
22,0,4.0,0.3,0,1,0,1,1
21,2,0.0,0.0,0,1,2,0,1
18,0,0.0,0.0,0,1,1,1,1
20,0,95.4,5.6,0,0,2,3,1
21,0,12.6,0.4,0,0,2,3,3
40,0,75.4,13.2,0,1,0,1,0
24,0,39.9,4.9,0,0,0,3,1
24,0,20.3,1.7,0,1,0,3,1
22,0,15.4,1.4,0,1,0,1,1
12,1,64.8,8.9,0,0,2,3,3
22,0,167.3,11.9,0,1,1,3,3
22,0,0.0,0.0,0,1,2,0,1
12,0,1.1,0.3,0,0,2,3,3
20,0,0.0,0.0,0,1,2,0,1
18,0,0.0,0.0,0,1,1,0,1
22,0,0.0,0.0,0,1,1,0,1
22,0,16.6,1.8,0,0,2,3,1
27,0,104.5,6.4,0,1,0,2,1
21,0,25.8,2.1,0,1,0,1,0
24,0,18.0,1.5,0,1,0,2,1
9,0,46.6,22.1,0,1,1,2,1
22,0,22.2,3.4,0,1,0,1,3
27,1,72.3,5.7,0,1,2,3,3
22,0,136.5,7.7,0,0,2,3,1
20,0,7.5,1.6,0,1,0,1,1
20,1,40.3,1.6,0,0,2,3,1
15,0,2.7,0.8,0,1,1,1,1
22,0,5.1,0.3,0,1,0,1,1
32,1,68.8,6.5,0,1,0,2,1
21,0,0.0,0.0,0,1,1,0,1
25,1,95.7,3.8,0,0,2,3,1
26,0,50.3,4.1,0,0,2,3,1
10,0,29.6,1.7,0,1,1,3,3
20,0,25.4,1.9,0,1,0,2,1
12,0,2.9,0.6,0,1,2,3,3
18,0,0.0,0.0,0,1,1,1,1
16,0,63.9,3.4,0,1,0,2,1
21,1,0.0,0.0,0,1,2,0,1
21,1,127.6,12.4,0,0,2,3,3
21,0,11.9,0.9,0,1,0,1,3
23,0,3.6,0.4,0,1,1,1,1
18,0,0.0,0.0,0,1,1,0,1
16,0,51.2,2.9,0,0,2,3,3
22,0,4.0,0.2,0,1,0,1,1
21,0,0.0,0.0,0,1,1,1,1
16,2,104.2,19.2,0,0,2,3,3
0,0,3.0,0.2,5,1,1,1,0
36,0,1.0,0.1,0,1,0,1,3
22,0,11.5,0.4,0,1,0,1,1
34,0,43.3,1.2,0,1,1,1,1
17,0,3.9,0.2,0,1,1,1,0
0,0,13.5,0.9,1,1,1,1,3
7,0,0.0,0.0,0,1,1,0,0
23,0,12.6,1.3,0,1,0,2,1
23,0,11.1,2.6,0,1,0,1,1
0,0,0.0,0.0,0,1,1,1,1
21,0,0.0,0.0,0,1,1,1,1
28,0,69.0,9.2,0,1,1,3,1
33,0,0.0,0.0,2,1,1,0,0
21,0,4.2,0.5,0,1,0,1,1
17,0,77.8,10.7,0,0,2,3,3
24,0,13.0,1.0,0,1,0,2,1
23,0,6.9,0.3,0,1,0,1,1
15,0,0.0,0.0,0,1,0,3,1
21,0,23.4,2.1,0,0,2,3,3
28,0,37.0,5.1,0,0,1,3,3
18,0,74.5,3.8,0,0,2,3,3
24,0,6.2,0.6,0,1,0,2,1
22,1,14.5,1.5,0,1,0,1,1
16,1,0.0,0.0,0,1,2,0,0
12,0,14.1,0.4,4,1,0,2,0
21,0,19.5,2.7,0,1,0,1,0
0,0,0.0,0.0,0,1,0,3,1
21,0,128.3,8.6,0,0,2,3,1
20,0,24.1,5.4,0,0,2,3,1
22,0,74.9,5.9,0,0,2,3,1
20,0,3.3,0.3,0,0,2,3,3
19,0,0.5,0.2,0,0,2,3,3
12,1,33.9,2.2,0,0,2,3,1
22,0,9.1,0.4,0,1,1,1,1
24,0,19.0,1.1,0,1,0,2,0
21,0,68.2,12.0,0,0,2,3,1
20,0,9.4,1.7,0,1,0,1,1
25,0,41.7,45.8,0,1,0,1,1
17,2,29.4,3.8,0,1,1,3,1
12,0,2.3,0.4,6,1,0,3,3
20,4,22.7,1.5,0,1,0,2,0
21,1,18.7,1.3,0,1,0,1,3
9,0,0.0,0.0,0,1,2,0,0
24,0,9.6,0.5,0,1,0,2,1
24,0,54.6,3.9,0,0,0,3,1
21,1,0.0,0.0,0,1,1,0,0
23,0,0.0,0.0,0,1,1,1,0
17,0,4.7,0.2,0,1,1,2,3
22,0,85.6,8.6,0,0,2,3,1
15,0,0.0,0.0,0,1,1,0,3
20,1,0.0,0.0,0,1,1,1,1
22,1,2.6,0.2,0,1,0,1,1
21,0,35.4,2.0,0,1,1,3,1
21,0,30.0,5.5,0,0,2,3,1
20,1,0.0,0.0,0,1,2,0,1
19,0,9.5,1.2,0,0,2,3,3
6,0,11.6,3.4,0,1,0,3,1
23,1,0.0,0.0,0,1,1,1,1
22,0,3.6,0.2,0,1,0,1,1
21,1,0.0,0.0,0,1,0,1,1
22,0,13.4,0.8,0,1,0,1,1
23,0,3.5,0.5,0,1,0,1,1
21,1,0.0,0.0,0,1,1,1,1
33,0,11.1,2.6,0,0,0,3,1
24,0,18.7,3.2,0,1,0,1,1
20,2,108.2,17.5,0,1,2,3,3
20,0,40.1,5.0,0,0,2,3,3
23,0,13.3,1.7,0,1,0,1,0
24,0,388.2,43.6,0,0,2,3,3
25,0,1.1,0.0,0,1,0,3,3
18,0,0.0,0.0,0,1,1,0,1
18,0,0.0,0.0,0,1,1,0,3
18,0,35.8,10.9,0,1,0,1,1
31,0,18.0,3.2,0,1,1,1,3
32,0,17.4,1.1,0,1,0,2,3
12,1,0.0,0.0,0,1,1,0,3
32,1,185.9,12.1,0,0,2,3,1
12,0,5.7,0.1,4,1,0,2,0
20,0,76.8,3.8,0,0,2,3,3
24,3,12.7,0.9,0,1,0,1,1
22,1,20.9,4.8,0,1,1,1,1
14,0,16.2,3.0,0,1,1,1,1
16,0,21.9,4.5,0,0,2,3,3
16,0,24.7,1.6,0,0,2,3,3
24,0,6.6,0.7,0,1,1,2,1
22,0,0.0,0.0,0,1,0,1,3
26,0,35.4,4.0,0,0,2,3,3
18,0,0.0,0.0,0,1,1,1,3
18,0,16.3,1.4,0,1,1,1,1
22,0,3.0,0.2,0,1,0,1,1
22,0,0.0,0.0,0,1,1,1,1
22,0,2.3,0.3,0,1,0,1,1
24,0,49.5,1.4,0,0,2,3,3
22,0,13.2,1.7,0,1,0,1,1
0,0,6.0,0.8,7,1,0,1,3
8,0,27.8,2.1,2,0,2,3,1
21,2,6.1,0.6,0,1,0,1,1
18,0,29.3,1.5,0,0,2,3,3
19,0,6.8,0.4,0,1,1,2,1
15,0,90.0,9.2,0,0,2,3,3
29,2,22.5,7.4,0,1,0,3,1
21,0,49.7,4.2,0,0,2,3,1
22,0,0.0,0.0,0,1,1,0,0
32,0,40.1,5.7,0,1,0,2,1
20,0,48.8,11.0,0,0,2,3,1
23,0,92.1,10.6,0,0,2,3,3
23,0,0.0,0.0,0,1,1,1,0
22,0,0.3,0.0,0,1,0,1,1
0,0,0.0,0.0,0,1,0,3,1
16,0,3.9,0.4,0,1,1,1,1
23,0,16.2,1.8,0,1,0,1,1
12,0,83.7,4.1,0,1,1,3,3
21,0,10.6,2.6,0,0,2,3,3
21,0,75.7,6.4,0,0,2,3,3
18,0,0.0,0.0,0,1,1,1,0
17,1,0.0,0.0,0,1,1,0,0
22,0,0.0,0.0,0,1,0,1,3
16,0,90.2,5.2,0,0,2,3,3
24,0,0.0,0.0,0,1,0,1,1
23,0,0.0,0.0,0,1,1,1,0
20,0,7.0,0.2,0,1,0,2,1
43,0,71.4,2.0,0,1,0,1,1
22,0,6.3,0.5,0,1,0,1,1
15,0,32.0,1.5,0,0,2,3,3
8,1,0.0,0.0,0,1,2,0,3
14,1,35.5,2.1,0,0,2,3,3
17,0,90.3,23.2,0,0,2,3,3
0,0,0.0,0.0,6,1,1,1,0
13,0,0.0,0.0,0,1,1,1,1
17,0,0.0,0.0,0,1,1,1,1
0,0,0.0,0.0,3,1,1,0,0
4,0,0.0,0.0,0,1,2,0,0
17,0,0.0,0.0,0,1,1,1,0
20,0,56.1,4.2,0,1,1,2,1
21,0,58.9,3.0,0,0,2,3,1
26,3,26.3,1.4,0,1,1,2,1
20,0,155.9,12.4,0,0,2,3,3
25,0,125.5,9.5,0,0,2,3,1
22,0,4.5,0.3,0,1,1,1,3
22,0,40.2,2.8,0,0,2,3,1
22,0,19.2,1.6,0,1,0,1,3
18,0,0.0,0.0,0,1,0,1,3
23,0,8.4,0.6,0,1,0,1,1
19,0,0.0,0.0,0,1,0,1,1
24,1,18.5,1.0,0,1,0,1,0
22,0,15.7,1.0,0,1,0,1,1
21,0,7.0,0.9,0,1,2,1,1
21,3,10.1,6.3,0,1,1,1,3
21,0,5.5,0.3,0,1,1,1,1
24,1,15.5,1.3,0,1,0,2,1
23,0,0.0,0.0,0,1,1,0,1
29,1,44.3,3.7,0,1,0,1,1
23,0,0.0,0.0,0,1,1,1,1
15,0,15.7,1.7,0,1,1,1,1
27,0,27.9,3.5,0,1,0,2,1
23,1,4.5,0.4,0,1,0,1,1
21,0,0.0,0.0,0,1,1,0,0
18,0,30.7,4.4,0,1,0,3,1
22,0,9.8,1.1,0,1,0,1,1
21,0,1.7,0.1,0,1,1,2,1
23,2,22.0,0.8,0,1,0,1,1
23,0,12.9,5.1,0,1,0,1,1
8,0,27.8,1.0,0,1,1,1,1
13,3,10.7,0.9,0,1,1,2,1
19,1,13.0,2.5,0,1,0,1,1
19,0,45.1,4.9,0,1,0,2,3
28,0,9.6,0.9,0,0,0,3,3
17,0,12.6,1.1,0,1,0,2,1
22,0,9.8,0.6,0,0,2,3,1
15,0,5.3,0.5,0,1,1,1,3
23,0,8.3,0.8,0,1,0,1,3
15,1,93.3,5.9,0,0,2,3,3
22,2,203.6,9.1,0,0,2,3,3
24,0,183.5,10.3,0,0,2,3,1
0,0,0.0,0.0,3,1,1,1,0
22,0,0.0,0.0,0,1,1,1,3
22,0,0.0,0.0,0,1,1,0,3
26,0,27.1,2.5,0,1,1,2,3
26,0,25.4,1.1,0,1,1,2,1
14,0,60.8,3.3,0,0,2,3,3
22,1,0.0,0.0,0,1,1,1,3
0,0,0.0,0.0,2,1,1,0,0
5,1,0.0,0.0,0,1,2,0,1
22,0,6.2,0.4,0,1,0,1,1
19,0,29.3,5.3,0,1,2,3,3
22,0,8.1,0.5,0,1,0,1,0
22,0,11.1,0.8,0,1,0,1,3
32,0,38.5,3.2,0,1,0,2,1
23,0,0.0,0.0,0,1,1,0,1
29,0,62.2,4.4,0,1,1,2,1
22,0,8.3,0.5,0,1,0,1,1
22,0,0.0,0.0,0,1,1,1,1
